1000	DLC dummy
1100	[ERROR]
1200	[ERROR]
1210	[ERROR]
1220	[ERROR]
1230	[ERROR]
1240	[ERROR]
1250	[ERROR]
1260	[ERROR]
1400	[ERROR]
1410	[ERROR]
1420	[ERROR]
1430	[ERROR]
1500	[ERROR]
1600	[ERROR]
1700	[ERROR]
1800	[ERROR]
1900	[ERROR]
2000	[ERROR]
2100	[ERROR]
2200	[ERROR]
11000	[ERROR]
12000	[ERROR]
13000	[ERROR]
100000	[ERROR]
100100	[ERROR]
100200	[ERROR]
100300	[ERROR]
100400	[ERROR]
100500	[ERROR]
100600	[ERROR]
100700	[ERROR]
100800	[ERROR]
100900	[ERROR]
101000	[ERROR]
110000	Unarmed
1000000	Dagger
1000100	Heavy Dagger
1000200	Keen Dagger
1000300	Quality Dagger
1000400	Glint Dagger
1000500	Dragonkin Dagger
1000600	Gravity Dagger
1000700	Flame Dagger
1000800	Golden Dagger
1000900	Draconic Dagger
1001000	Bestial Dagger
1001100	Night Dagger
1001200	Lava Dagger
1001300	Frenzy Dagger
1001400	Death Dagger
1001500	Godslayer Dagger
1001600	Frost Dagger
1001700	Aberrant Dagger
1001800	Bloodflame Dagger
1001900	Rotten Dagger
1002000	Storm Dagger
1002100	Mystic Dagger
1010000	Black Knife
1020000	Parrying Dagger
1020100	Heavy Parrying Dagger
1020200	Keen Parrying Dagger
1020300	Quality Parrying Dagger
1020400	Glint Parrying Dagger
1020500	Dragonkin Parrying Dagger
1020600	Gravity Parrying Dagger
1020700	Flame Parrying Dagger
1020800	Golden Parrying Dagger
1020900	Draconic Parrying Dagger
1021000	Bestial Parrying Dagger
1021100	Night Parrying Dagger
1021200	Lava Parrying Dagger
1021300	Frenzy Parrying Dagger
1021400	Death Parrying Dagger
1021500	Godslayer Parrying Dagger
1021600	Frost Parrying Dagger
1021700	Aberrant Parrying Dagger
1021800	Bloodflame Parrying Dagger
1021900	Rotten Parrying Dagger
1022000	Storm Parrying Dagger
1022100	Mystic Parrying Dagger
1030000	Miséricorde
1030100	Heavy Miséricorde
1030200	Keen Miséricorde
1030300	Quality Miséricorde
1030400	Glint Miséricorde
1030500	Dragonkin Miséricorde
1030600	Gravity Miséricorde
1030700	Flame Miséricorde
1030800	Golden Miséricorde
1030900	Draconic Miséricorde
1031000	Bestial Miséricorde
1031100	Night Miséricorde
1031200	Lava Miséricorde
1031300	Frenzy Miséricorde
1031400	Death Miséricorde
1031500	Godslayer Miséricorde
1031600	Frost Miséricorde
1031700	Aberrant Miséricorde
1031800	Bloodflame Miséricorde
1031900	Rotten Miséricorde
1032000	Storm Miséricorde
1032100	Mystic Miséricorde
1040000	Reduvia
1050000	Underworld Dagger
1060000	Celebrant's Sickle
1060100	Celebrant's Heavy Sickle
1060200	Celebrant's Keen Sickle
1060300	Celebrant's Quality Sickle
1060400	Celebrant's Glint Sickle
1060500	Celebrant's Dragonkin Sickle
1060600	Celebrant's Gravity Sickle
1060700	Celebrant's Flame Sickle
1060800	Celebrant's Golden Sickle
1060900	Celebrant's Draconic Sickle
1061000	Celebrant's Bestial Sickle
1061100	Celebrant's Night Sickle
1061200	Celebrant's Lava Sickle
1061300	Celebrant's Frenzy Sickle
1061400	Celebrant's Death Sickle
1061500	Celebrant's Godslayer Sickle
1061600	Celebrant's Frost Sickle
1061700	Celebrant's Aberrant Sickle
1061800	Celebrant's Bloodflame Sickle
1061900	Celebrant's Rotten Sickle
1062000	Celebrant's Storm Sickle
1062100	Celebrant's Mystic Sickle
1070000	Glintstone Kris
1080000	Scorpion's Stinger
1090000	Great Knife
1090100	Heavy Great Knife
1090200	Keen Great Knife
1090300	Quality Great Knife
1090400	Glint Great Knife
1090500	Dragonkin Great Knife
1090600	Gravity Great Knife
1090700	Flame Great Knife
1090800	Golden Great Knife
1090900	Draconic Great Knife
1091000	Bestial Great Knife
1091100	Night Great Knife
1091200	Lava Great Knife
1091300	Frenzy Great Knife
1091400	Death Great Knife
1091500	Godslayer Great Knife
1091600	Frost Great Knife
1091700	Aberrant Great Knife
1091800	Bloodflame Great Knife
1091900	Rotten Great Knife
1092000	Storm Great Knife
1092100	Mystic Great Knife
1100000	Wakizashi
1100100	Heavy Wakizashi
1100200	Keen Wakizashi
1100300	Quality Wakizashi
1100400	Glint Wakizashi
1100500	Dragonkin Wakizashi
1100600	Gravity Wakizashi
1100700	Flame Wakizashi
1100800	Golden Wakizashi
1100900	Draconic Wakizashi
1101000	Bestial Wakizashi
1101100	Night Wakizashi
1101200	Lava Wakizashi
1101300	Frenzy Wakizashi
1101400	Death Wakizashi
1101500	Godslayer Wakizashi
1101600	Frost Wakizashi
1101700	Aberrant Wakizashi
1101800	Bloodflame Wakizashi
1101900	Rotten Wakizashi
1102000	Storm Wakizashi
1102100	Mystic Wakizashi
1110000	Cinquedea
1120000	Surgeon's Catling
1130000	Ivory Sickle
1140000	Bloodstained Dagger
1140100	Heavy Bloodstained Dagger
1140200	Keen Bloodstained Dagger
1140300	Quality Bloodstained Dagger
1140400	Glint Bloodstained Dagger
1140500	Dragonkin Bloodstained Dagger
1140600	Gravity Bloodstained Dagger
1140700	Flame Bloodstained Dagger
1140800	Golden Bloodstained Dagger
1140900	Draconic Bloodstained Dagger
1141000	Bestial Bloodstained Dagger
1141100	Night Bloodstained Dagger
1141200	Lava Bloodstained Dagger
1141300	Frenzy Bloodstained Dagger
1141400	Death Bloodstained Dagger
1141500	Godslayer Bloodstained Dagger
1141600	Frost Bloodstained Dagger
1141700	Aberrant Bloodstained Dagger
1141800	Bloodflame Bloodstained Dagger
1141900	Rotten Bloodstained Dagger
1142000	Storm Bloodstained Dagger
1142100	Mystic Bloodstained Dagger
1150000	Erdsteel Dagger
1150100	Heavy Erdsteel Dagger
1150200	Keen Erdsteel Dagger
1150300	Quality Erdsteel Dagger
1150400	Glint Erdsteel Dagger
1150500	Dragonkin Erdsteel Dagger
1150600	Gravity Erdsteel Dagger
1150700	Flame Erdsteel Dagger
1150800	Golden Erdsteel Dagger
1150900	Draconic Erdsteel Dagger
1151000	Bestial Erdsteel Dagger
1151100	Night Erdsteel Dagger
1151200	Lava Erdsteel Dagger
1160000	Blade of Calling
1170000	Midnight Dagger
1180000	Deathrite Dagger
1190000	[ERROR]
1200000	Blades of the Prince
1205000	Blades of the Prince
1300000	Stormcaller's Dirk
1400000	Quicksilver Fragment
1500000	Main-gauche
1500100	Heavy Main-gauche
1500200	Keen Main-gauche
1500300	Quality Main-gauche
1500400	Glint Main-gauche
1500500	Dragonkin Main-gauche
1500600	Gravity Main-gauche
1500700	Flame Main-gauche
1500800	Golden Main-gauche
1500900	Draconic Main-gauche
1501000	Bestial Main-gauche
1501100	Night Main-gauche
1501200	Lava Main-gauche
1501300	Frenzy Main-gauche
1501400	Death Main-gauche
1501500	Godslayer Main-gauche
1501600	Frost Main-gauche
1501700	Aberrant Main-gauche
1501800	Bloodflame Main-gauche
1501900	Rotten Main-gauche
1502000	Storm Main-gauche
1502100	Mystic Main-gauche
1510000	Fire Knight's Shortsword
1510100	Fire Knight's Heavy Shortsword
1510200	Fire Knight's Keen Shortsword
1510300	Fire Knight's Quality Shortsword
1510400	Fire Knight's Fire Shortsword
1510500	Fire Knight's Flame Art Shortsword
1510600	Fire Knight's Lightning Shortsword
1510700	Fire Knight's Sacred Shortsword
1510800	Fire Knight's Magic Shortsword
1510900	Fire Knight's Cold Shortsword
1511000	Fire Knight's Poison Shortsword
1511100	Fire Knight's Blood Shortsword
1511200	Fire Knight's Occult Shortsword
1910000	[ERROR]
2000000	Longsword
2000100	Heavy Longsword
2000200	Keen Longsword
2000300	Quality Longsword
2000400	Glint Longsword
2000500	Dragonkin Longsword
2000600	Gravity Longsword
2000700	Flame Longsword
2000800	Golden Longsword
2000900	Draconic Longsword
2001000	Bestial Longsword
2001100	Night Longsword
2001200	Lava Longsword
2001300	Frenzy Longsword
2001400	Death Longsword
2001500	Godslayer Longsword
2001600	Frost Longsword
2001700	Aberrant Longsword
2001800	Bloodflame Longsword
2001900	Rotten Longsword
2002000	Storm Longsword
2002100	Mystic Longsword
2010000	Short Sword
2010100	Heavy Short Sword
2010200	Keen Short Sword
2010300	Quality Short Sword
2010400	Glint Short Sword
2010500	Dragonkin Short Sword
2010600	Gravity Short Sword
2010700	Flame Short Sword
2010800	Golden Short Sword
2010900	Draconic Short Sword
2011000	Bestial Short Sword
2011100	Night Short Sword
2011200	Lava Short Sword
2011300	Frenzy Short Sword
2011400	Death Short Sword
2011500	Godslayer Short Sword
2011600	Frost Short Sword
2011700	Aberrant Short Sword
2011800	Bloodflame Short Sword
2011900	Rotten Short Sword
2012000	Storm Short Sword
2012100	Mystic Short Sword
2020000	Broadsword
2020100	Heavy Broadsword
2020200	Keen Broadsword
2020300	Quality Broadsword
2020400	Glint Broadsword
2020500	Dragonkin Broadsword
2020600	Gravity Broadsword
2020700	Flame Broadsword
2020800	Golden Broadsword
2020900	Draconic Broadsword
2021000	Bestial Broadsword
2021100	Night Broadsword
2021200	Lava Broadsword
2021300	Frenzy Broadsword
2021400	Death Broadsword
2021500	Godslayer Broadsword
2021600	Frost Broadsword
2021700	Aberrant Broadsword
2021800	Bloodflame Broadsword
2021900	Rotten Broadsword
2022000	Storm Broadsword
2022100	Mystic Broadsword
2030000	Yura's Kanabo
2040000	Lordsworn's Straight Sword
2040100	Lordsworn's Heavy Straight Sword
2040200	Lordsworn's Keen Straight Sword
2040300	Lordsworn's Quality Straight Sword
2040400	Lordsworn's Glint Straight Sword
2040500	Lordsworn's Dragonkin Straight Sword
2040600	Lordsworn's Gravity Straight Sword
2040700	Lordsworn's Flame Straight Sword
2040800	Lordsworn's Golden Straight Sword
2040900	Lordsworn's Draconic Straight Sword
2041000	Lordsworn's Bestial Straight Sword
2041100	Lordsworn's Night Straight Sword
2041200	Lordsworn's Lava Straight Sword
2041300	Lordsworn's Frenzy Straight Sword
2041400	Lordsworn's Death Straight Sword
2041500	Lordsworn's Godslayer Straight Sword
2041600	Lordsworn's Frost Straight Sword
2041700	Lordsworn's Aberrant Straight Sword
2041800	Lordsworn's Bloodflame Straight Sword
2041900	Lordsworn's Rotten Straight Sword
2042000	Lordsworn's Storm Straight Sword
2042100	Lordsworn's Mystic Straight Sword
2050000	Weathered Straight Sword
2050100	Weathered Heavy Straight Sword
2050200	Weathered Keen Straight Sword
2050300	Weathered Quality Straight Sword
2050400	Weathered Glint Straight Sword
2050500	Weathered Dragonkin Straight Sword
2050600	Weathered Gravity Straight Sword
2050700	Weathered Flame Straight Sword
2050800	Weathered Golden Straight Sword
2050900	Weathered Draconic Straight Sword
2051000	Weathered Bestial Straight Sword
2051100	Weathered Night Straight Sword
2051200	Weathered Lava Straight Sword
2051300	Weathered Frenzy Straight Sword
2051400	Weathered Death Straight Sword
2051500	Weathered Godslayer Straight Sword
2051600	Weathered Frost Straight Sword
2051700	Weathered Aberrant Straight Sword
2051800	Weathered Bloodflame Straight Sword
2051900	Weathered Rotten Straight Sword
2052000	Weathered Storm Straight Sword
2052100	Weathered Mystic Straight Sword
2060000	Ornamental Straight Sword
2070000	Draconic Epitaph
2080000	Nox Flowing Sword
2090000	Inseparable Sword
2090100	Heavy Inseparable Sword
2090200	Keen Inseparable Sword
2090300	Quality Inseparable Sword
2090400	Glint Inseparable Sword
2090500	Dragonkin Inseparable Sword
2090600	Gravity Inseparable Sword
2090700	Flame Inseparable Sword
2090800	Golden Inseparable Sword
2090900	Draconic Inseparable Sword
2091000	Bestial Inseparable Sword
2091100	Night Inseparable Sword
2091200	Lava Inseparable Sword
2110000	Coded Sword
2120000	Blade of Valor
2140000	Sword of Night and Flame
2150000	Molten Sword
2180000	Carian Knight's Sword
2190000	Sword of St. Trina
2200000	Fell Flame Sword
2210000	Cane Sword
2210100	Heavy Cane Sword
2210200	Keen Cane Sword
2210300	Quality Cane Sword
2210400	Glint Cane Sword
2210500	Dragonkin Cane Sword
2210600	Gravity Cane Sword
2210700	Flame Cane Sword
2210800	Golden Cane Sword
2210900	Draconic Cane Sword
2211000	Bestial Cane Sword
2211100	Night Cane Sword
2211200	Lava Cane Sword
2211300	Frenzy Cane Sword
2211400	Death Cane Sword
2211500	Godslayer Cane Sword
2211600	Frost Cane Sword
2211700	Aberrant Cane Sword
2211800	Bloodflame Cane Sword
2211900	Rotten Cane Sword
2212000	Storm Cane Sword
2212100	Mystic Cane Sword
2220000	Regalia of Eochaid
2230000	Noble's Slender Sword
2230100	Noble's Heavy Slender Sword
2230200	Noble's Keen Slender Sword
2230300	Noble's Quality Slender Sword
2230400	Noble's Glint Slender Sword
2230500	Noble's Dragonkin Slender Sword
2230600	Noble's Gravity Slender Sword
2230700	Noble's Flame Slender Sword
2230800	Noble's Golden Slender Sword
2230900	Noble's Draconic Slender Sword
2231000	Noble's Bestial Slender Sword
2231100	Noble's Night Slender Sword
2231200	Noble's Lava Slender Sword
2231300	Noble's Frenzy Slender Sword
2231400	Noble's Death Slender Sword
2231500	Noble's Godslayer Slender Sword
2231600	Noble's Frost Slender Sword
2231700	Noble's Aberrant Slender Sword
2231800	Noble's Bloodflame Slender Sword
2231900	Noble's Rotten Slender Sword
2232000	Noble's Storm Slender Sword
2232100	Noble's Mystic Slender Sword
2240000	Warhawk's Talon
2240100	Warhawk's Heavy Talon
2240200	Warhawk's Keen Talon
2240300	Warhawk's Quality Talon
2240400	Warhawk's Glint Talon
2240500	Warhawk's Dragonkin Talon
2240600	Warhawk's Gravity Talon
2240700	Warhawk's Flame Talon
2240800	Warhawk's Golden Talon
2240900	Warhawk's Draconic Talon
2241000	Warhawk's Bestial Talon
2241100	Warhawk's Night Talon
2241200	Warhawk's Lava Talon
2241300	Warhawk's Frenzy Talon
2241400	Warhawk's Death Talon
2241500	Warhawk's Godslayer Talon
2241600	Warhawk's Frost Talon
2241700	Warhawk's Aberrant Talon
2241800	Warhawk's Bloodflame Talon
2241900	Warhawk's Rotten Talon
2242000	Warhawk's Storm Talon
2242100	Warhawk's Mystic Talon
2250000	Dragonkin Seeker Sword
2260000	Rotten Crystal Sword
2270000	Maddening Brand
2510000	Velvet Sword of St. Trina
2520000	Star-Lined Sword
2530000	Carian Sorcery Sword
2540000	Stone-Sheathed Sword
2550000	Sword of Light
2560000	Sword of Darkness
3000000	Bastard Sword
3000100	Heavy Bastard Sword
3000200	Keen Bastard Sword
3000300	Quality Bastard Sword
3000400	Glint Bastard Sword
3000500	Dragonkin Bastard Sword
3000600	Gravity Bastard Sword
3000700	Flame Bastard Sword
3000800	Golden Bastard Sword
3000900	Draconic Bastard Sword
3001000	Bestial Bastard Sword
3001100	Night Bastard Sword
3001200	Lava Bastard Sword
3001300	Frenzy Bastard Sword
3001400	Death Bastard Sword
3001500	Godslayer Bastard Sword
3001600	Frost Bastard Sword
3001700	Aberrant Bastard Sword
3001800	Bloodflame Bastard Sword
3001900	Rotten Bastard Sword
3002000	Storm Bastard Sword
3002100	Mystic Bastard Sword
3010000	Forked Greatsword
3010100	Heavy Forked Greatsword
3010200	Keen Forked Greatsword
3010300	Quality Forked Greatsword
3010400	Glint Forked Greatsword
3010500	Dragonkin Forked Greatsword
3010600	Gravity Forked Greatsword
3010700	Flame Forked Greatsword
3010800	Golden Forked Greatsword
3010900	Draconic Forked Greatsword
3011000	Bestial Forked Greatsword
3011100	Night Forked Greatsword
3011200	Lava Forked Greatsword
3011300	Frenzy Forked Greatsword
3011400	Death Forked Greatsword
3011500	Godslayer Forked Greatsword
3011600	Frost Forked Greatsword
3011700	Aberrant Forked Greatsword
3011800	Bloodflame Forked Greatsword
3011900	Rotten Forked Greatsword
3012000	Storm Forked Greatsword
3012100	Mystic Forked Greatsword
3020000	Iron Greatsword
3020100	Heavy Iron Greatsword
3020200	Keen Iron Greatsword
3020300	Quality Iron Greatsword
3020400	Glint Iron Greatsword
3020500	Dragonkin Iron Greatsword
3020600	Gravity Iron Greatsword
3020700	Flame Iron Greatsword
3020800	Golden Iron Greatsword
3020900	Draconic Iron Greatsword
3021000	Bestial Iron Greatsword
3021100	Night Iron Greatsword
3021200	Lava Iron Greatsword
3021300	Frenzy Iron Greatsword
3021400	Death Iron Greatsword
3021500	Godslayer Iron Greatsword
3021600	Frost Iron Greatsword
3021700	Aberrant Iron Greatsword
3021800	Bloodflame Iron Greatsword
3021900	Rotten Iron Greatsword
3022000	Storm Iron Greatsword
3022100	Mystic Iron Greatsword
3030000	Lordsworn's Greatsword
3030100	Lordsworn's Heavy Greatsword
3030200	Lordsworn's Keen Greatsword
3030300	Lordsworn's Quality Greatsword
3030400	Lordsworn's Glint Greatsword
3030500	Lordsworn's Dragonkin Greatsword
3030600	Lordsworn's Gravity Greatsword
3030700	Lordsworn's Flame Greatsword
3030800	Lordsworn's Golden Greatsword
3030900	Lordsworn's Draconic Greatsword
3031000	Lordsworn's Bestial Greatsword
3031100	Lordsworn's Night Greatsword
3031200	Lordsworn's Lava Greatsword
3031300	Lordsworn's Frenzy Greatsword
3031400	Lordsworn's Death Greatsword
3031500	Lordsworn's Godslayer Greatsword
3031600	Lordsworn's Frost Greatsword
3031700	Lordsworn's Aberrant Greatsword
3031800	Lordsworn's Bloodflame Greatsword
3031900	Lordsworn's Rotten Greatsword
3032000	Lordsworn's Storm Greatsword
