1000	15
1100	15
1200	15
1210	15
1220	15
1230	15
1240	15
1250	15
1260	15
1400	15
1410	15
1420	15
1430	15
1500	15
1600	15
1700	15
1800	15
1900	15
2000	15
2100	15
2200	15
11000	15
12000	15
13000	15
100000	15
100100	10
100200	10
100300	10
100400	25
100500	25
100600	25
100700	25
100800	25
100900	25
101000	25
110000	0
170000	15
171000	15
172000	15
173000	15
174000	15
175000	15
176000	15
183000	15
183100	15
184000	15
184100	15
300000	15
301000	15
301100	15
302000	15
303000	15
305000	15
305100	15
306000	15
307000	15
308000	15
351000	15
358000	15
361000	15
470000	15
471000	15
472000	15
502000	15
600000	15
613000	15
614000	15
615000	15
616000	15
618000	15
619000	15
620000	15
830000	15
830100	15
830200	15
832000	15
832100	15
833000	15
834000	15
835000	15
835100	15
836000	15
837000	15
838000	15
840000	15
842000	15
843000	15
844000	15
846000	15
847000	15
848000	15
849000	15
851000	15
860000	15
864000	15
865000	15
866000	15
866100	15
867000	15
868000	15
930000	15
931000	15
932000	15
933000	15
934000	15
937000	15
960000	15
962000	15
965000	15
966000	15
968000	15
969000	15
970000	15
971000	15
974000	15
976000	15
1000000	15
1000100	15
1000200	15
1000300	15
1000400	15
1000500	15
1000600	15
1000700	15
1000800	15
1000900	15
1001000	15
1001100	15
1001200	15
1001300	15
1001400	15
1001500	15
1001600	15
1001700	15
1001800	15
1001900	15
1002000	15
1002100	15
1010000	15
1020000	15
1020100	15
1020200	15
1020300	15
1020400	15
1020500	15
1020600	15
1020700	15
1020800	15
1020900	15
1021000	15
1021100	15
1021200	15
1021300	15
1021400	15
1021500	15
1021600	15
1021700	15
1021800	15
1021900	15
1022000	15
1022100	15
1030000	15
1030100	15
1030200	15
1030300	15
1030400	15
1030500	15
1030600	15
1030700	15
1030800	15
1030900	15
1031000	15
1031100	15
1031200	15
1031300	15
1031400	15
1031500	15
1031600	15
1031700	15
1031800	15
1031900	15
1032000	15
1032100	15
1040000	15
1050000	15
1060000	15
1070000	15
1080000	15
1090000	15
1090100	15
1090200	15
1090300	15
1090400	15
1090500	15
1090600	15
1090700	15
1090800	15
1090900	15
1091000	15
1091100	15
1091200	15
1091300	15
1091400	15
1091500	15
1091600	15
1091700	15
1091800	15
1091900	15
1092000	15
1092100	15
1100000	15
1100100	15
1100200	15
1100300	15
1100400	15
1100500	15
1100600	15
1100700	15
1100800	15
1100900	15
1101000	15
1101100	15
1101200	15
1101300	15
1101400	15
1101500	15
1101600	15
1101700	15
1101800	15
1101900	15
1102000	15
1102100	15
1110000	15
1120000	15
1130000	15
1140000	15
1140100	15
1140200	15
1140300	15
1140400	15
1140500	15
1140600	15
1140700	15
1140800	15
1140900	15
1141000	15
1141100	15
1141200	15
1141300	15
1141400	15
1141500	15
1141600	15
1141700	15
1141800	15
1141900	15
1142000	15
1142100	15
1150000	15
1160000	15
1170000	15
1180000	15
1190000	15
1200000	15
1205000	15
1300000	15
1400000	15
1500000	15
1500100	15
1500200	15
1500300	15
1500400	15
1500500	15
1500600	15
1500700	15
1500800	15
1500900	15
1501000	15
1501100	15
1501200	15
1501300	15
1501400	15
1501500	15
1501600	15
1501700	15
1501800	15
1501900	15
1502000	15
1502100	15
1510000	15
1510100	15
1510200	15
1510300	15
1510400	15
1510500	15
1510600	15
1510700	15
1510800	15
1510900	15
1511000	15
1511100	15
1511200	15
1690000	15
1910000	15
2000000	15
2000100	15
2000200	15
2000300	15
2000400	15
2000500	15
2000600	15
2000700	15
2000800	15
2000900	15
2001000	15
2001100	15
2001200	15
2001300	15
2001400	15
2001500	15
2001600	15
2001700	15
2001800	15
2001900	15
2002000	15
2002100	15
2010000	15
2010100	15
2010200	15
2010300	15
2010400	15
2010500	15
2010600	15
2010700	15
2010800	15
2010900	15
2011000	15
2011100	15
2011200	15
2011300	15
2011400	15
2011500	15
2011600	15
2011700	15
2011800	15
2011900	15
2012000	15
2012100	15
2020000	15
2020100	15
2020200	15
2020300	15
2020400	15
2020500	15
2020600	15
2020700	15
2020800	15
2020900	15
2021000	15
2021100	15
2021200	15
2021300	15
2021400	15
2021500	15
2021600	15
2021700	15
2021800	15
2021900	15
2022000	15
2022100	15
2030000	15
2040000	15
2040100	15
2040200	15
2040300	15
2040400	15
2040500	15
2040600	15
2040700	15
2040800	15
2040900	15
2041000	15
2041100	15
2041200	15
2041300	15
2041400	15
2041500	15
2041600	15
2041700	15
2041800	15
2041900	15
2042000	15
2042100	15
2050000	15
2050100	15
2050200	15
2050300	15
2050400	15
2050500	15
2050600	15
2050700	15
2050800	15
2050900	15
2051000	15
2051100	15
2051200	15
2051300	15
2051400	15
2051500	15
2051600	15
2051700	15
2051800	15
2051900	15
2052000	15
2052100	15
2060000	15
2070000	15
2080000	15
2090000	15
2092000	15
2110000	15
2120000	15
2140000	15
2150000	15
2180000	15
2190000	15
2200000	15
2210000	15
2210100	15
2210200	15
2210300	15
2210400	15
2210500	15
2210600	15
2210700	15
2210800	15
2210900	15
2211000	15
2211100	15
2211200	15
2211300	15
2211400	15
2211500	15
2211600	15
2211700	15
2211800	15
2211900	15
2212000	15
2212100	15
