1000	25
1100	25
1200	25
1210	25
1220	25
1230	25
1240	25
1250	25
1260	25
1400	25
1410	25
1420	25
1430	25
1500	25
1600	25
1700	25
1800	25
1900	25
2000	25
2100	25
2200	25
11000	25
12000	25
13000	25
100000	25
100100	25
100200	25
100300	25
100400	25
100500	25
100600	25
100700	25
100800	25
100900	25
101000	25
110000	0
170000	25
171000	25
172000	25
173000	25
174000	25
175000	25
176000	25
183000	25
183100	25
184000	25
184100	25
300000	25
301000	25
301100	25
302000	25
303000	25
305000	25
305100	25
306000	25
307000	25
308000	25
351000	25
358000	25
361000	25
470000	25
471000	25
472000	25
502000	25
600000	25
613000	25
614000	25
615000	25
616000	25
618000	25
619000	25
620000	25
830000	25
830100	25
830200	25
832000	25
832100	25
833000	25
834000	25
835000	25
835100	25
836000	25
837000	25
840000	25
842000	25
843000	25
844000	25
846000	25
847000	25
848000	25
849000	25
851000	25
860000	25
864000	25
865000	25
866000	25
866100	25
867000	25
930000	25
931000	25
932000	25
933000	25
934000	25
937000	25
960000	25
962000	25
965000	25
966000	25
968000	25
969000	25
970000	25
971000	25
974000	25
976000	25
1000000	25
1000100	25
1000200	25
1000300	25
1000400	25
1000500	25
1000600	25
1000700	25
1000800	25
1000900	25
1001000	25
1001100	25
1001200	25
1010000	10
1020000	25
1020100	25
1020200	25
1020300	25
1020400	25
1020500	25
1020600	25
1020700	25
1020800	25
1020900	25
1021000	25
1021100	25
1021200	25
1030000	25
1030100	25
1030200	25
1030300	25
1030400	25
1030500	25
1030600	25
1030700	25
1030800	25
1030900	25
1031000	25
1031100	25
1031200	25
1040000	10
1050000	25
1060000	25
1060100	25
1060200	25
1060300	25
1060400	25
1060500	25
1060600	25
1060700	25
1060800	25
1060900	25
1061000	25
1061100	25
1061200	25
1070000	10
1080000	10
1090000	25
1090100	25
1090200	25
1090300	25
1090400	25
1090500	25
1090600	25
1090700	25
1090800	25
1090900	25
1091000	25
1091100	25
1091200	25
1100000	25
1100100	25
1100200	25
1100300	25
1100400	25
1100500	25
1100600	25
1100700	25
1100800	25
1100900	25
1101000	25
1101100	25
1101200	25
1110000	10
1130000	25
1140000	25
1140100	25
1140200	25
1140300	25
1140400	25
1140500	25
1140600	25
1140700	25
1140800	25
1140900	25
1141000	25
1141100	25
1141200	25
1150000	25
1150100	25
1150200	25
1150300	25
1150400	25
1150500	25
1150600	25
1150700	25
1150800	25
1150900	25
1151000	25
1151100	25
1151200	25
1160000	10
1190000	25
1500000	25
1500100	25
1500200	25
1500300	25
1500400	25
1500500	25
1500600	25
1500700	25
1500800	25
1500900	25
1501000	25
1501100	25
1501200	25
1510000	25
1510100	25
1510200	25
1510300	25
1510400	25
1510500	25
1510600	25
1510700	25
1510800	25
1510900	25
1511000	25
1511100	25
1511200	25
1690000	10
1910000	25
2000000	25
2000100	25
2000200	25
2000300	25
2000400	25
2000500	25
2000600	25
2000700	25
2000800	25
2000900	25
2001000	25
2001100	25
2001200	25
2010000	25
2010100	25
2010200	25
2010300	25
2010400	25
2010500	25
2010600	25
2010700	25
2010800	25
2010900	25
2011000	25
